age,income,loan_amount,credit_score,months_employed,num_credit_lines,interest_rate,loan_term,dti_ratio,education,employment_type,marital_status,loan_purpose,has_mortgage,has_dependents,has_cosigner,default
42,40037.48,9052.0,,84.0,3.0,5.33,48.0,0.45,Bachelor's,Full-time,Divorced,Business,Yes,No,No,0
54,48428.26,20550.0,414.0,137.0,6.0,23.78,48.0,0.21,Bachelor's,Self-employed,Single,Auto,No,No,No,0
53,69722.45,43674.0,805.0,276.0,6.0,8.2,36.0,0.36,Bachelor's,Unemployed,Single,Education,No,Yes,No,0
40,15203.24,44010.0,630.0,112.0,3.0,14.1,24.0,0.25,High School,Full-time,Single,Education,No,Yes,Yes,1
54,80893.0,34463.0,503.0,62.0,12.0,24.08,48.0,0.49,High School,Self-employed,Married,Business,No,Yes,No,0
49,50917.28,23307.0,614.0,88.0,11.0,7.36,36.0,0.81,Bachelor's,Full-time,Divorced,Home,No,No,No,0
52,42318.35,44532.0,564.0,76.0,6.0,4.26,36.0,0.42,Master's,Full-time,Single,Auto,Yes,No,Yes,0
42,72755.21,8865.0,588.0,118.0,8.0,9.89,36.0,0.82,Bachelor's,Part-time,Married,Auto,No,Yes,No,0
55,50875.0,45628.0,780.0,305.0,19.0,6.86,36.0,0.72,Bachelor's,Full-time,Single,Business,Yes,Yes,No,0
36,34062.88,13705.0,305.0,282.0,16.0,17.86,12.0,0.7,Bachelor's,Self-employed,Single,Auto,No,No,No,1
35,24563.33,47057.0,440.0,228.0,18.0,9.49,60.0,0.72,High School,Unemployed,Divorced,Home,No,No,No,1
40,68908.89,32786.0,581.0,135.0,12.0,4.85,36.0,0.67,High School,Full-time,Divorced,Auto,Yes,Yes,No,1
64,70194.75,38422.0,589.0,122.0,15.0,22.7,12.0,0.26,Bachelor's,Full-time,Divorced,Personal,No,No,No,0
36,46739.03,14218.0,504.0,198.0,7.0,4.56,60.0,0.77,High School,Self-employed,Divorced,Personal,No,Yes,No,1
27,81426.5,45237.0,631.0,29.0,12.0,9.33,12.0,0.4,High School,Full-time,Divorced,Home,No,No,No,0
30,55716.62,25273.0,702.0,17.0,13.0,8.67,60.0,0.32,Bachelor's,Full-time,Married,Business,No,No,No,0
58,81560.1,30792.0,532.0,22.0,17.0,4.01,12.0,0.77,Bachelor's,Part-time,Married,Auto,No,Yes,Yes,0
41,35852.65,12442.0,331.0,37.0,13.0,7.05,24.0,0.59,High School,Self-employed,Married,Education,No,No,No,0
55,33404.08,44874.0,,236.0,17.0,21.02,12.0,0.3,Bachelor's,Full-time,Single,Education,No,Yes,No,0
59,44727.01,16507.0,706.0,247.0,11.0,4.31,24.0,0.81,Bachelor's,Self-employed,Single,Business,Yes,No,No,1
47,47008.71,47151.0,597.0,29.0,1.0,4.0,60.0,0.53,Master's,Full-time,Single,Auto,Yes,Yes,No,0
39,78021.74,11456.0,334.0,118.0,11.0,17.13,48.0,0.12,Bachelor's,Full-time,Single,Business,No,Yes,No,0
49,60866.86,44840.0,519.0,285.0,12.0,5.41,48.0,0.52,Master's,Unemployed,Married,Education,Yes,No,No,1
30,39815.15,12899.0,631.0,73.0,3.0,11.49,36.0,0.86,Bachelor's,Full-time,Single,Personal,No,Yes,No,1
53,55223.18,33244.0,351.0,70.0,7.0,3.55,60.0,0.23,Bachelor's,Full-time,Married,Education,No,Yes,No,0
27,46438.96,49989.0,316.0,272.0,6.0,11.29,12.0,0.34,Bachelor's,Full-time,Married,Education,No,Yes,No,1
35,38924.84,24584.0,308.0,324.0,3.0,10.34,36.0,0.28,Master's,Self-employed,Single,Home,No,Yes,No,1
49,53405.16,12020.0,479.0,212.0,19.0,16.67,12.0,0.28,Master's,Self-employed,Married,Home,No,Yes,No,0
45,51182.88,33983.0,302.0,334.0,9.0,14.23,48.0,0.16,High School,Full-time,Married,Auto,Yes,No,Yes,0
34,39686.43,15251.0,577.0,140.0,12.0,18.09,36.0,0.47,Bachelor's,Full-time,Married,Education,Yes,No,No,0
64,39472.72,7244.0,466.0,237.0,1.0,23.62,60.0,0.75,High School,Full-time,Married,Home,No,No,Yes,0
33,71291.93,33947.0,550.0,6.0,16.0,20.6,60.0,0.29,PhD,Self-employed,Single,Personal,No,No,No,0
40,63468.32,49460.0,573.0,215.0,17.0,23.57,36.0,0.67,Bachelor's,Full-time,Married,Home,No,Yes,Yes,0
42,73873.37,41423.0,326.0,67.0,13.0,4.67,36.0,0.56,Bachelor's,Full-time,Married,Business,Yes,Yes,No,0
48,49324.96,17760.0,417.0,315.0,12.0,24.79,12.0,0.27,High School,Part-time,Single,Business,No,No,No,0
40,33245.29,9045.0,651.0,104.0,15.0,10.42,12.0,0.56,Master's,Full-time,Married,Auto,Yes,No,No,0
45,,19211.0,494.0,34.0,,9.45,60.0,0.52,Bachelor's,Full-time,Married,Home,Yes,Yes,No,1
47,75546.28,25156.0,572.0,28.0,4.0,12.18,60.0,0.28,Bachelor's,Part-time,Single,Auto,No,No,No,0
66,22991.91,24961.0,616.0,355.0,14.0,20.34,36.0,0.11,Bachelor's,Full-time,Married,Home,No,No,No,1
49,83894.22,45186.0,701.0,118.0,3.0,24.02,24.0,0.43,Bachelor's,Self-employed,Single,Home,No,Yes,No,0
67,32796.81,19711.0,828.0,33.0,6.0,15.42,36.0,0.36,Bachelor's,Unemployed,Divorced,Business,No,Yes,No,0
39,70593.53,27078.0,347.0,259.0,6.0,6.82,36.0,0.33,PhD,Unemployed,Married,Education,Yes,Yes,Yes,0
65,34590.83,14510.0,315.0,321.0,16.0,8.1,48.0,0.66,High School,Unemployed,Married,Home,Yes,Yes,Yes,1
57,43096.64,30520.0,769.0,349.0,8.0,12.22,36.0,0.67,High School,Self-employed,Married,Business,No,Yes,No,0
63,13850.46,26328.0,582.0,312.0,1.0,11.36,48.0,0.84,Master's,Full-time,Single,Home,Yes,No,No,0
50,,24968.0,313.0,,11.0,8.62,12.0,0.12,High School,Full-time,Divorced,Business,No,No,Yes,1
38,66496.62,25825.0,647.0,131.0,12.0,21.78,24.0,0.83,Bachelor's,Full-time,Married,Business,No,No,Yes,1
25,67673.97,49017.0,666.0,340.0,11.0,9.52,36.0,0.64,Bachelor's,Part-time,Married,Business,Yes,No,No,0
65,45142.64,8272.0,527.0,200.0,13.0,16.24,12.0,0.63,High School,Part-time,Married,Education,No,No,No,1
66,36384.91,36588.0,672.0,112.0,10.0,13.81,36.0,0.89,PhD,Full-time,Single,Home,No,No,No,0
50,70530.61,38504.0,840.0,96.0,14.0,23.35,36.0,0.16,Bachelor's,Full-time,Divorced,Business,No,Yes,Yes,0
25,30937.51,40238.0,839.0,310.0,7.0,17.02,12.0,0.74,High School,Self-employed,Married,Personal,No,Yes,No,0
31,51657.46,26465.0,704.0,5.0,14.0,10.64,36.0,0.57,Bachelor's,Full-time,Single,Home,No,Yes,Yes,0
46,29985.4,47883.0,707.0,28.0,19.0,17.23,24.0,0.23,Bachelor's,Full-time,Married,Home,Yes,No,Yes,0
52,57478.97,45962.0,359.0,335.0,19.0,10.36,36.0,0.72,Bachelor's,Full-time,Divorced,Business,Yes,No,Yes,0
24,16661.74,31642.0,351.0,355.0,1.0,5.45,48.0,0.39,High School,Full-time,Divorced,Business,No,Yes,No,0
68,25388.42,7520.0,449.0,164.0,7.0,13.93,12.0,0.3,Bachelor's,Full-time,Married,Business,No,No,No,1
23,37803.61,29299.0,471.0,36.0,4.0,21.99,48.0,0.56,High School,Self-employed,Married,Personal,No,Yes,No,0
46,67295.06,45046.0,617.0,62.0,5.0,23.05,24.0,0.48,High School,Self-employed,Married,Home,No,No,Yes,0
27,44373.65,20127.0,788.0,238.0,12.0,15.19,36.0,0.23,Bachelor's,Full-time,Single,Auto,No,Yes,No,0
47,74671.97,5576.0,848.0,249.0,17.0,18.54,12.0,0.68,PhD,Self-employed,Single,Auto,No,No,Yes,0
29,85013.97,8183.0,423.0,184.0,6.0,16.63,12.0,0.35,Bachelor's,Full-time,Married,Home,Yes,No,Yes,0
56,48827.14,11814.0,577.0,246.0,16.0,20.93,48.0,0.49,Master's,Full-time,Married,Business,No,Yes,No,0
48,25431.05,27352.0,511.0,39.0,1.0,5.72,24.0,0.33,Bachelor's,Self-employed,Single,Auto,Yes,No,No,0
46,74313.6,49406.0,726.0,63.0,12.0,12.13,48.0,0.45,Bachelor's,Full-time,Single,Home,Yes,Yes,Yes,0
39,24168.68,12596.0,758.0,222.0,14.0,8.94,60.0,0.3,Master's,Self-employed,Married,Business,Yes,No,No,0
22,36934.73,16544.0,832.0,121.0,6.0,3.64,24.0,0.48,Master's,Self-employed,Single,Home,Yes,Yes,No,0
69,20978.71,25139.0,591.0,130.0,9.0,21.34,36.0,0.23,Bachelor's,Self-employed,Married,Personal,No,No,No,0
60,74263.29,36864.0,441.0,298.0,19.0,6.38,60.0,0.33,Bachelor's,Full-time,Single,Business,No,No,No,1
24,66441.71,25574.0,687.0,124.0,3.0,10.45,48.0,0.27,Bachelor's,Full-time,Divorced,Business,Yes,Yes,No,0
25,87365.71,2085.0,477.0,24.0,11.0,22.14,48.0,0.39,Bachelor's,Full-time,Divorced,Auto,Yes,Yes,Yes,0
62,46174.89,31689.0,384.0,310.0,12.0,19.01,24.0,0.76,High School,Full-time,Single,Business,No,No,No,0
58,38520.5,37497.0,504.0,35.0,1.0,15.71,24.0,0.5,Master's,Full-time,Married,Business,Yes,Yes,No,0
36,44503.79,21712.0,849.0,107.0,17.0,10.17,48.0,0.44,High School,Self-employed,Single,Auto,No,No,No,0
29,28344.58,2487.0,634.0,185.0,18.0,14.58,12.0,0.56,PhD,Full-time,Single,Home,Yes,Yes,No,1
59,83573.04,9540.0,688.0,102.0,13.0,4.71,36.0,0.73,Bachelor's,Full-time,Divorced,Business,Yes,No,No,0
40,122532.68,41221.0,465.0,18.0,1.0,19.14,24.0,0.34,Master's,Full-time,Married,Home,Yes,No,No,0
68,40523.76,25989.0,835.0,186.0,19.0,8.6,12.0,0.75,High School,Self-employed,Married,Home,No,No,No,1
47,66853.96,16955.0,829.0,233.0,2.0,,48.0,0.3,PhD,Self-employed,Single,Auto,No,Yes,Yes,1
60,51890.22,28029.0,521.0,93.0,13.0,5.53,48.0,0.78,Master's,Full-time,Married,Home,No,No,No,0
31,63834.81,45412.0,627.0,230.0,8.0,18.78,12.0,0.77,Bachelor's,Self-employed,Married,Home,No,No,No,0
59,76193.97,41105.0,713.0,354.0,2.0,22.76,48.0,0.57,Master's,Full-time,Divorced,Home,No,No,No,0
35,,47369.0,432.0,127.0,4.0,13.3,36.0,0.39,Bachelor's,Self-employed,Single,Personal,No,Yes,Yes,0
62,45428.19,8102.0,478.0,314.0,8.0,5.29,12.0,0.43,High School,Full-time,Single,Business,No,Yes,No,1
40,79063.11,2009.0,588.0,303.0,1.0,23.82,36.0,0.75,High School,Full-time,Divorced,Business,No,Yes,No,0
51,65176.7,21766.0,648.0,258.0,11.0,13.11,24.0,0.17,High School,Full-time,Married,Auto,Yes,No,No,0
26,61546.39,24089.0,586.0,347.0,8.0,5.23,60.0,0.73,High School,Full-time,Single,Business,Yes,No,No,0
52,65193.68,9973.0,663.0,241.0,13.0,7.55,36.0,0.21,Bachelor's,Full-time,Married,Education,No,No,No,0
28,67157.83,4079.0,,114.0,16.0,6.08,60.0,0.75,PhD,Part-time,Single,Business,No,No,Yes,0
40,78155.27,21836.0,536.0,151.0,8.0,7.75,48.0,0.82,Bachelor's,Full-time,Married,Business,Yes,No,No,0
52,70075.47,13167.0,737.0,115.0,18.0,6.85,36.0,0.51,PhD,Self-employed,Divorced,Business,Yes,No,No,0
60,53985.47,3186.0,538.0,261.0,3.0,23.34,36.0,0.7,Master's,Unemployed,Married,Business,No,No,Yes,0
45,62060.73,45279.0,744.0,248.0,9.0,8.0,48.0,0.26,High School,Full-time,Married,Auto,No,No,No,0
55,53651.42,47620.0,365.0,189.0,10.0,13.0,36.0,0.72,Master's,Full-time,Married,Education,Yes,Yes,No,1
44,40077.13,10398.0,413.0,220.0,10.0,19.19,48.0,0.66,High School,Self-employed,Married,Home,No,No,No,0
69,53967.45,5518.0,488.0,255.0,18.0,18.05,24.0,0.19,High School,Full-time,Single,Auto,Yes,No,No,0
66,52723.79,46452.0,575.0,291.0,18.0,24.06,12.0,0.5,High School,Full-time,Married,Education,No,Yes,Yes,0
61,21038.16,37222.0,601.0,284.0,17.0,24.27,36.0,0.71,Bachelor's,Full-time,Single,Auto,No,No,No,1
27,70498.7,7082.0,845.0,140.0,3.0,15.77,24.0,0.17,Bachelor's,Unemployed,Divorced,Education,No,No,No,1
59,73889.27,39117.0,779.0,142.0,10.0,19.67,12.0,0.63,High School,Full-time,Married,Business,Yes,No,Yes,1
62,65876.18,34618.0,725.0,288.0,15.0,11.8,36.0,0.74,Bachelor's,Part-time,Single,Personal,Yes,No,No,0
57,72694.12,23111.0,316.0,250.0,9.0,12.73,24.0,0.38,High School,Full-time,Divorced,Education,No,No,No,0
48,51481.82,26070.0,346.0,344.0,12.0,5.74,36.0,0.41,Bachelor's,Full-time,Married,Business,Yes,Yes,Yes,1
32,44718.52,20939.0,329.0,143.0,16.0,17.98,12.0,0.32,High School,Self-employed,Married,Home,No,No,No,0
26,,49819.0,691.0,84.0,15.0,9.32,36.0,0.25,High School,Part-time,Single,Auto,No,Yes,No,0
38,33824.33,8540.0,339.0,179.0,2.0,5.22,48.0,0.87,Master's,Self-employed,Divorced,Business,Yes,Yes,No,1
28,33131.19,20533.0,,100.0,19.0,5.61,24.0,0.66,PhD,Full-time,Married,Home,Yes,Yes,No,1
48,63962.77,48430.0,358.0,236.0,7.0,19.03,36.0,0.14,High School,Part-time,Divorced,Home,No,No,No,0
68,63415.26,4347.0,629.0,336.0,9.0,8.42,48.0,0.84,Master's,Part-time,Single,Personal,No,Yes,No,1
36,73601.45,49479.0,562.0,204.0,,20.05,12.0,0.19,Bachelor's,Unemployed,Married,Home,Yes,Yes,Yes,0
67,20791.15,4949.0,623.0,289.0,2.0,22.98,12.0,0.84,PhD,Full-time,Single,Personal,No,No,No,1
34,53045.16,30877.0,323.0,,10.0,10.83,48.0,0.46,Bachelor's,Full-time,Single,Personal,Yes,No,No,0
32,32392.67,17888.0,653.0,277.0,7.0,20.57,12.0,0.49,Bachelor's,Part-time,Single,Business,Yes,Yes,Yes,0
66,72105.88,30278.0,353.0,306.0,8.0,12.72,48.0,0.53,High School,Part-time,Married,Home,No,Yes,Yes,1
47,81674.98,8765.0,604.0,259.0,6.0,20.1,12.0,0.17,High School,Full-time,Divorced,Education,No,No,No,0
43,65089.91,31084.0,618.0,252.0,6.0,10.09,60.0,0.63,Bachelor's,Full-time,Single,Home,No,No,No,0
49,43843.04,37174.0,344.0,176.0,19.0,23.53,60.0,0.62,Bachelor's,Full-time,Single,Home,Yes,No,No,1
45,40028.3,44664.0,661.0,238.0,15.0,24.72,36.0,0.56,Master's,Full-time,Married,Business,Yes,No,No,0
50,46763.43,32991.0,760.0,166.0,13.0,11.8,12.0,0.81,High School,Full-time,Married,Business,No,Yes,No,0
30,38177.51,45724.0,306.0,214.0,10.0,7.78,60.0,0.48,High School,Self-employed,Single,Home,No,No,Yes,0
63,51815.18,48634.0,558.0,204.0,13.0,18.23,48.0,0.67,High School,Full-time,Single,Education,Yes,No,No,0
25,39982.69,6257.0,387.0,199.0,1.0,16.05,12.0,0.37,High School,Self-employed,Married,Personal,No,No,Yes,1
67,27367.02,35347.0,488.0,0.0,18.0,24.82,24.0,0.84,High School,Full-time,Single,,Yes,No,No,1
39,62612.93,38083.0,754.0,168.0,16.0,20.95,48.0,0.85,Master's,Full-time,Married,Business,Yes,No,Yes,0
64,64156.48,36455.0,841.0,272.0,6.0,21.45,60.0,0.49,Bachelor's,Full-time,Married,Personal,No,Yes,No,0
37,88988.4,39291.0,816.0,263.0,2.0,19.12,60.0,0.69,High School,Self-employed,Single,Auto,No,Yes,No,0
54,46336.13,10910.0,659.0,66.0,10.0,11.04,60.0,0.29,High School,Self-employed,Married,Home,Yes,No,Yes,0
50,17195.91,31604.0,668.0,348.0,2.0,23.62,36.0,0.61,Bachelor's,Full-time,Married,Auto,No,No,No,1
60,71306.03,21883.0,499.0,117.0,3.0,13.51,36.0,0.17,Bachelor's,Full-time,Single,Personal,Yes,Yes,Yes,0
31,73555.13,29202.0,306.0,85.0,19.0,12.09,24.0,0.79,Bachelor's,Full-time,Married,Auto,No,No,No,1
30,77840.03,32656.0,685.0,234.0,4.0,7.68,24.0,0.68,Master's,Full-time,Married,Education,No,Yes,Yes,0
52,,25111.0,695.0,321.0,9.0,10.04,48.0,0.86,Bachelor's,Full-time,Single,Home,No,Yes,No,0
49,84710.61,42783.0,,257.0,11.0,3.55,24.0,0.72,Bachelor's,Unemployed,Divorced,Business,Yes,No,No,1
24,35464.47,38083.0,446.0,16.0,18.0,17.69,48.0,0.25,Bachelor's,Full-time,Married,Business,Yes,Yes,No,0
35,85961.55,36182.0,583.0,72.0,18.0,16.52,12.0,0.47,High School,Full-time,Divorced,Education,No,Yes,No,0
46,48439.29,14271.0,398.0,160.0,15.0,12.17,36.0,0.53,Bachelor's,Full-time,Single,Home,No,No,No,1
36,70968.74,39574.0,806.0,220.0,14.0,24.29,60.0,0.76,High School,Full-time,Married,Education,No,No,No,0
23,60189.85,28679.0,773.0,181.0,13.0,18.4,48.0,0.54,Bachelor's,Self-employed,Married,Home,Yes,No,No,0
45,35545.02,12258.0,446.0,248.0,14.0,8.72,24.0,0.48,High School,Part-time,Divorced,Personal,Yes,No,No,1
35,78207.17,2759.0,802.0,106.0,7.0,11.64,12.0,0.67,PhD,Full-time,Married,Business,Yes,Yes,No,1
69,45877.97,36893.0,349.0,100.0,9.0,14.59,24.0,0.61,High School,Full-time,Married,Home,Yes,Yes,No,0
28,92175.49,29628.0,821.0,300.0,17.0,15.23,60.0,0.7,High School,Part-time,Married,Home,Yes,No,No,0
57,39735.14,30675.0,524.0,256.0,5.0,9.43,12.0,0.48,High School,Unemployed,Single,Home,No,No,No,0
45,34910.98,19665.0,381.0,335.0,5.0,8.86,24.0,0.68,High School,Full-time,Married,Business,Yes,Yes,No,0
48,41742.59,38997.0,481.0,306.0,9.0,9.94,48.0,0.88,Bachelor's,Full-time,Married,Auto,Yes,Yes,Yes,0
58,84904.03,12226.0,821.0,277.0,11.0,24.21,24.0,0.25,High School,Self-employed,Married,Personal,Yes,No,Yes,0
59,23656.0,48982.0,659.0,161.0,6.0,11.23,36.0,0.14,Bachelor's,Full-time,Single,Home,Yes,No,No,0
51,73261.33,18507.0,534.0,332.0,16.0,11.54,36.0,0.56,High School,Full-time,Married,Personal,No,Yes,Yes,0
48,91647.21,6831.0,625.0,48.0,8.0,18.99,12.0,0.23,PhD,Full-time,Divorced,Education,No,No,Yes,0
60,51612.37,2234.0,766.0,304.0,14.0,7.0,36.0,0.23,High School,Part-time,Single,Personal,Yes,No,No,0
36,47138.27,41338.0,746.0,169.0,6.0,,24.0,0.64,High School,Full-time,Married,Home,No,No,No,1
47,56597.92,6956.0,,91.0,6.0,17.82,60.0,0.44,Bachelor's,Full-time,Married,Business,No,Yes,No,0
22,32551.82,28278.0,342.0,268.0,14.0,4.89,36.0,0.13,Bachelor's,Full-time,Married,Personal,No,No,No,0
25,107965.28,19689.0,681.0,229.0,8.0,7.58,48.0,0.55,PhD,Full-time,Married,Auto,Yes,Yes,No,0
50,68396.21,2268.0,432.0,349.0,1.0,13.53,24.0,0.3,Bachelor's,Full-time,Divorced,Personal,No,No,No,0
22,30589.68,22481.0,702.0,249.0,13.0,21.46,36.0,0.45,PhD,Full-time,Married,Home,Yes,No,Yes,0
64,38856.25,20605.0,669.0,227.0,4.0,19.25,12.0,0.13,High School,Full-time,Married,Auto,No,No,Yes,0
67,58582.68,22103.0,353.0,195.0,15.0,22.28,60.0,0.15,Master's,Full-time,Married,Auto,Yes,Yes,Yes,0
43,29111.53,5194.0,458.0,141.0,17.0,21.8,60.0,0.25,Bachelor's,Full-time,Single,Auto,No,No,No,1
32,24913.58,30798.0,437.0,183.0,18.0,14.5,60.0,0.67,Bachelor's,Full-time,Married,Auto,No,Yes,No,0
31,60875.36,29370.0,832.0,214.0,17.0,16.88,60.0,0.73,High School,Full-time,Single,Education,Yes,No,No,1
38,75119.97,29654.0,553.0,68.0,11.0,23.3,48.0,0.38,High School,Full-time,Divorced,,No,Yes,Yes,0
57,73304.44,11251.0,601.0,45.0,12.0,19.43,36.0,0.2,High School,Part-time,Married,Auto,Yes,No,No,0
68,53805.25,18633.0,373.0,14.0,3.0,11.19,60.0,0.85,High School,Full-time,Divorced,Auto,Yes,No,No,1
47,49509.81,5029.0,831.0,342.0,15.0,11.03,48.0,0.73,Bachelor's,Full-time,Single,Home,Yes,No,No,0
69,56033.4,3860.0,576.0,135.0,6.0,11.38,48.0,0.23,Bachelor's,Part-time,Married,Personal,Yes,No,Yes,0
42,74842.54,4513.0,720.0,121.0,5.0,14.15,60.0,0.28,PhD,Full-time,Single,Business,Yes,No,No,0
34,29864.64,36987.0,356.0,183.0,8.0,11.29,60.0,0.13,High School,Part-time,Married,Auto,No,Yes,No,0
30,39451.65,42138.0,368.0,266.0,10.0,7.53,48.0,0.82,Bachelor's,Full-time,Married,Education,Yes,No,No,1
32,47444.68,49134.0,497.0,198.0,3.0,16.29,48.0,0.85,High School,Part-time,Single,Home,No,No,No,1
32,50155.21,5930.0,451.0,172.0,12.0,22.19,12.0,0.17,High School,Self-employed,Single,Personal,No,No,No,0
27,53910.58,5677.0,487.0,109.0,12.0,14.09,48.0,0.22,High School,Part-time,Married,Business,No,No,No,0
22,54501.95,6472.0,346.0,104.0,10.0,8.21,12.0,0.26,Master's,Self-employed,Single,Personal,No,No,No,0
27,68480.49,40476.0,799.0,286.0,19.0,20.98,24.0,0.24,Bachelor's,Self-employed,Married,Business,No,No,No,0
34,19743.68,25225.0,542.0,174.0,17.0,19.75,24.0,0.85,Master's,Full-time,Single,Education,No,No,No,1
43,22971.2,14728.0,479.0,359.0,14.0,18.55,12.0,0.31,Bachelor's,Full-time,Divorced,Auto,No,Yes,No,1
52,41696.11,47684.0,440.0,321.0,7.0,18.01,24.0,0.4,Master's,Part-time,Single,Auto,No,No,No,0
43,72271.79,25214.0,798.0,60.0,19.0,20.32,48.0,0.15,Bachelor's,Full-time,Single,Home,No,No,Yes,0
58,41961.0,47649.0,307.0,263.0,11.0,21.35,48.0,0.6,High School,Part-time,Married,Business,Yes,No,No,1
68,54178.36,13483.0,401.0,320.0,18.0,22.81,60.0,0.31,Master's,Self-employed,Married,Personal,No,Yes,No,1
48,57562.81,32044.0,459.0,272.0,7.0,16.61,36.0,0.3,High School,Full-time,Married,Business,No,No,No,0
35,61321.94,36297.0,769.0,157.0,17.0,11.96,60.0,0.88,High School,Full-time,Married,Auto,No,No,No,0
68,86291.5,27831.0,304.0,222.0,1.0,5.43,60.0,0.13,Bachelor's,Full-time,Single,Personal,Yes,No,No,1
26,68892.88,10127.0,678.0,114.0,9.0,19.03,36.0,0.25,Bachelor's,Part-time,Single,Education,Yes,Yes,Yes,0
57,74949.26,26532.0,680.0,253.0,7.0,6.54,12.0,0.51,Bachelor's,Self-employed,Married,Education,No,No,No,0
53,52464.07,3473.0,603.0,307.0,14.0,22.17,48.0,0.55,Bachelor's,Full-time,Divorced,Home,No,No,No,0
55,84470.08,34853.0,455.0,62.0,16.0,12.23,36.0,0.67,High School,Self-employed,Single,Home,Yes,No,No,1
28,56432.15,41130.0,599.0,60.0,3.0,22.34,48.0,0.27,Master's,Self-employed,Single,Auto,No,Yes,No,0
63,15893.6,5662.0,571.0,255.0,16.0,14.65,12.0,0.42,PhD,Full-time,Single,Business,Yes,Yes,No,0
69,104167.73,37202.0,422.0,76.0,13.0,13.25,24.0,0.33,Bachelor's,Part-time,Married,Home,No,No,Yes,0
31,55923.65,41496.0,810.0,89.0,18.0,11.32,60.0,0.77,Bachelor's,Part-time,Married,Personal,No,Yes,No,1
38,65595.45,3665.0,578.0,287.0,9.0,4.82,60.0,0.39,Bachelor's,Full-time,Married,Home,No,No,No,0
51,33627.81,12184.0,666.0,290.0,5.0,3.75,48.0,0.31,High School,Full-time,Married,Personal,No,No,No,1
42,98942.39,26677.0,832.0,271.0,13.0,14.44,36.0,0.59,High School,Full-time,Divorced,Auto,No,No,No,0
34,39134.92,46942.0,422.0,136.0,17.0,22.87,24.0,0.19,Master's,Full-time,Married,Home,No,No,No,0
22,47295.06,9475.0,685.0,274.0,15.0,16.1,48.0,0.78,Bachelor's,Unemployed,Single,Home,No,No,Yes,0
22,24418.11,30752.0,696.0,39.0,15.0,22.04,60.0,0.32,High School,Full-time,Married,Personal,No,No,Yes,1
68,62291.55,38239.0,600.0,173.0,6.0,24.99,48.0,0.76,Bachelor's,Part-time,Single,Education,Yes,Yes,Yes,0
54,49369.69,23903.0,693.0,108.0,18.0,7.34,48.0,0.89,PhD,Full-time,Divorced,Home,No,No,No,1
59,24128.12,44779.0,515.0,130.0,16.0,17.68,60.0,0.12,Bachelor's,Full-time,Single,Education,No,No,Yes,1
46,53648.58,18171.0,300.0,153.0,9.0,12.46,24.0,0.25,Master's,Full-time,Single,Personal,No,Yes,No,0
47,56895.9,13660.0,443.0,356.0,3.0,7.99,48.0,0.7,Master's,Part-time,Married,Home,No,No,Yes,1
34,50050.48,43658.0,549.0,71.0,5.0,8.68,36.0,0.17,High School,Part-time,Married,Auto,Yes,No,No,0
49,18582.24,24289.0,470.0,325.0,7.0,8.76,36.0,0.46,Bachelor's,Full-time,Married,Business,No,Yes,No,0
54,60815.92,8988.0,433.0,4.0,13.0,19.19,12.0,0.22,Bachelor's,Self-employed,Married,Home,No,No,No,1
58,29647.19,40974.0,375.0,212.0,2.0,11.13,12.0,0.48,Bachelor's,Full-time,Divorced,Personal,Yes,No,No,1
62,72784.34,33052.0,,282.0,11.0,9.0,12.0,0.11,High School,Self-employed,Married,Business,Yes,Yes,Yes,0
51,43891.78,28256.0,566.0,171.0,1.0,22.55,36.0,0.22,High School,Part-time,Divorced,Auto,No,No,No,0
69,73552.38,35901.0,765.0,293.0,5.0,4.24,24.0,0.32,High School,Self-employed,Divorced,Home,No,Yes,No,0
29,55281.66,46154.0,749.0,213.0,4.0,19.32,48.0,0.26,Bachelor's,Full-time,Single,Personal,No,Yes,Yes,0
68,56307.9,3421.0,395.0,88.0,15.0,24.15,36.0,0.39,Bachelor's,Full-time,Single,Education,Yes,No,No,1
22,80525.95,47574.0,575.0,70.0,10.0,16.95,12.0,0.22,Bachelor's,Full-time,Married,Business,Yes,Yes,No,0
33,38694.69,4931.0,849.0,333.0,4.0,15.29,12.0,0.76,Master's,Self-employed,Single,Personal,No,No,Yes,0
26,33084.52,7025.0,611.0,168.0,7.0,4.82,48.0,0.52,Bachelor's,Self-employed,Single,Auto,No,Yes,No,1
45,66114.03,42584.0,646.0,313.0,5.0,14.31,12.0,0.35,PhD,Full-time,Married,Auto,No,Yes,Yes,0
27,28719.02,40894.0,566.0,197.0,15.0,11.27,60.0,0.34,High School,Full-time,Single,Auto,No,No,No,0
46,39024.43,27176.0,573.0,95.0,5.0,20.23,24.0,0.3,High School,Full-time,Married,Auto,Yes,No,No,0
22,23416.77,48540.0,397.0,318.0,13.0,20.95,60.0,0.5,High School,Self-employed,Married,Personal,No,No,No,0
46,78036.45,30357.0,614.0,18.0,6.0,7.1,36.0,0.52,High School,Full-time,Married,Personal,No,Yes,No,1
22,34946.5,46305.0,433.0,154.0,16.0,14.73,48.0,0.89,High School,Self-employed,Divorced,Home,No,No,Yes,1
53,41914.41,38273.0,393.0,93.0,9.0,21.99,24.0,0.6,Bachelor's,Full-time,Married,Business,No,No,Yes,0
63,29198.95,24265.0,479.0,52.0,6.0,16.93,24.0,0.53,High School,Unemployed,Married,Personal,No,No,No,1
